"Variable","Year","Value","source"
"BH",2016,0.00033872652629867,"Figure1-a_b"
"BH",2017,0.00192496486939113,"Figure1-a_b"
"BH",2018,NA,"Figure1-a_b"
"BH",2019,0.00421159029649596,"Figure1-a_b"
"BH",2020,NA,"Figure1-a_b"
"BH",2021,0.00082294792586054,"Figure1-a_b"
"BH",2022,0.00107503233205632,"Figure1-a_b"
"BI",1996,NA,"Figure1-a_b"
"BI",1997,NA,"Figure1-a_b"
"BI",1998,NA,"Figure1-a_b"
"BI",1999,NA,"Figure1-a_b"
"BI",2000,NA,"Figure1-a_b"
"BI",2001,NA,"Figure1-a_b"
"BI",2002,NA,"Figure1-a_b"
"BI",2003,NA,"Figure1-a_b"
"BI",2004,NA,"Figure1-a_b"
"BI",2005,NA,"Figure1-a_b"
"BI",2006,NA,"Figure1-a_b"
"BI",2007,NA,"Figure1-a_b"
"BI",2008,NA,"Figure1-a_b"
"BI",2009,NA,"Figure1-a_b"
"BI",2010,0.0100725221595488,"Figure1-a_b"
"BI",2011,0.0057056999942943,"Figure1-a_b"
"BI",2012,NA,"Figure1-a_b"
"BI",2013,0.00166903112743053,"Figure1-a_b"
"BI",2014,NA,"Figure1-a_b"
"BI",2015,NA,"Figure1-a_b"
"BI",2016,NA,"Figure1-a_b"
"BI",2017,NA,"Figure1-a_b"
"BI",2018,NA,"Figure1-a_b"
"BI",2019,NA,"Figure1-a_b"
"BI",2020,NA,"Figure1-a_b"
"BI",2021,NA,"Figure1-a_b"
"BI",2022,NA,"Figure1-a_b"
"UG",1996,NA,"Figure1-a_b"
"UG",1997,NA,"Figure1-a_b"
"UG",1998,NA,"Figure1-a_b"
"UG",1999,NA,"Figure1-a_b"
"UG",2000,NA,"Figure1-a_b"
"UG",2001,NA,"Figure1-a_b"
"UG",2002,NA,"Figure1-a_b"
"UG",2003,NA,"Figure1-a_b"
"UG",2004,NA,"Figure1-a_b"
"UG",2005,NA,"Figure1-a_b"
"UG",2006,NA,"Figure1-a_b"
"UG",2007,NA,"Figure1-a_b"
"UG",2008,NA,"Figure1-a_b"
"UG",2009,NA,"Figure1-a_b"
"UG",2010,NA,"Figure1-a_b"
"UG",2011,NA,"Figure1-a_b"
"UG",2012,NA,"Figure1-a_b"
"UG",2013,NA,"Figure1-a_b"
"UG",2014,NA,"Figure1-a_b"
"UG",2015,NA,"Figure1-a_b"
"UG",2016,NA,"Figure1-a_b"
"UG",2017,NA,"Figure1-a_b"
"UG",2018,NA,"Figure1-a_b"
"UG",2019,NA,"Figure1-a_b"
"UG",2020,NA,"Figure1-a_b"
"UG",2021,NA,"Figure1-a_b"
"UG",2022,NA,"Figure1-a_b"
"SN",1996,NA,"Figure1-a_b"
"SN",1997,NA,"Figure1-a_b"
"SN",1998,NA,"Figure1-a_b"
"SN",1999,NA,"Figure1-a_b"
"SN",2000,NA,"Figure1-a_b"
"SN",2001,0.00287040137779266,"Figure1-a_b"
"SN",2002,NA,"Figure1-a_b"
"SN",2003,0.00903138405960714,"Figure1-a_b"
"SN",2004,0.00453957373402638,"Figure1-a_b"
"SN",2005,NA,"Figure1-a_b"
"SN",2006,NA,"Figure1-a_b"
"SN",2007,NA,"Figure1-a_b"
"SN",2008,NA,"Figure1-a_b"
"SN",2009,NA,"Figure1-a_b"
"SN",2010,NA,"Figure1-a_b"
"SN",2011,0.0019018999980981,"Figure1-a_b"
"SN",2012,0.0157622844126261,"Figure1-a_b"
"SN",2013,0.00923530000834516,"Figure1-a_b"
"SN",2014,0.00085023891713571,"Figure1-a_b"
"SN",2015,NA,"Figure1-a_b"
"SN",2016,0.0110424558978945,"Figure1-a_b"
"SN",2017,0.00274994706346609,"Figure1-a_b"
"SN",2018,0.00591756474519633,"Figure1-a_b"
"SN",2019,0.00909320249326146,"Figure1-a_b"
"SN",2020,0.00165130309296114,"Figure1-a_b"
"SN",2021,0.00169733179441917,"Figure1-a_b"
"SN",2022,0.00951660525609429,"Figure1-a_b"
"SO",1996,NA,"Figure1-a_b"
"SO",1997,NA,"Figure1-a_b"
"SO",1998,NA,"Figure1-a_b"
"SO",1999,NA,"Figure1-a_b"
"SO",2000,NA,"Figure1-a_b"
"SO",2001,NA,"Figure1-a_b"
"SO",2002,NA,"Figure1-a_b"
"SO",2003,NA,"Figure1-a_b"
"SO",2004,NA,"Figure1-a_b"
"SO",2005,NA,"Figure1-a_b"
"SO",2006,NA,"Figure1-a_b"
"SO",2007,NA,"Figure1-a_b"
"SO",2008,NA,"Figure1-a_b"
"SO",2009,NA,"Figure1-a_b"
"SO",2010,NA,"Figure1-a_b"
"SO",2011,NA,"Figure1-a_b"
"SO",2012,NA,"Figure1-a_b"
"SO",2013,NA,"Figure1-a_b"
"SO",2014,NA,"Figure1-a_b"
"SO",2015,NA,"Figure1-a_b"
"SO",2016,NA,"Figure1-a_b"
"SO",2017,NA,"Figure1-a_b"
"SO",2018,NA,"Figure1-a_b"
"SO",2019,NA,"Figure1-a_b"
"SO",2020,NA,"Figure1-a_b"
"SO",2021,NA,"Figure1-a_b"
"SO",2022,NA,"Figure1-a_b"
"DE",1996,12.1932958286885,"Figure1-a_b"
"DE",1997,12.931676867182,"Figure1-a_b"
"DE",1998,13.7918625898404,"Figure1-a_b"
"DE",1999,12.403075945034,"Figure1-a_b"
"DE",2000,11.5224497785608,"Figure1-a_b"
"DE",2001,12.1929148925991,"Figure1-a_b"
"DE",2002,12.0431724073028,"Figure1-a_b"
"DE",2003,11.1366899977422,"Figure1-a_b"
"DE",2004,10.8657648046848,"Figure1-a_b"
"DE",2005,9.49040550325851,"Figure1-a_b"
"DE",2006,8.77795764788239,"Figure1-a_b"
"DE",2007,9.37921023335007,"Figure1-a_b"
"DE",2008,9.40821185332631,"Figure1-a_b"
"DE",2009,10.0964571552456,"Figure1-a_b"
"DE",2010,9.08251793868232,"Figure1-a_b"
"DE",2011,9.33585652066414,"Figure1-a_b"
"DE",2012,9.68495769606248,"Figure1-a_b"
"DE",2013,9.98639739631144,"Figure1-a_b"
"DE",2014,10.3756015440339,"Figure1-a_b"
"DE",2015,10.4258673296418,"Figure1-a_b"
"DE",2016,9.61011299894318,"Figure1-a_b"
"DE",2017,10.8076382606017,"Figure1-a_b"
"DE",2018,10.1457811194653,"Figure1-a_b"
"DE",2019,10.7737954851752,"Figure1-a_b"
"DE",2020,11.0813302317567,"Figure1-a_b"
"DE",2021,12.8538484169552,"Figure1-a_b"
"DE",2022,11.4005514750738,"Figure1-a_b"
"BN",1996,0.0250607160449019,"Figure1-a_b"
"BN",1997,0.0009753480773451,"Figure1-a_b"
"BN",1998,0.00422299914727738,"Figure1-a_b"
"BN",1999,0.00163007237517727,"Figure1-a_b"
"BN",2000,NA,"Figure1-a_b"
"BN",2001,0.00940852987609434,"Figure1-a_b"
"BN",2002,NA,"Figure1-a_b"
"BN",2003,0.00587039963874464,"Figure1-a_b"
"BN",2004,0.0120298703951699,"Figure1-a_b"
"BN",2005,0.00927769732078204,"Figure1-a_b"
"BN",2006,0.00853167658382919,"Figure1-a_b"
"BN",2007,0.00130972910436358,"Figure1-a_b"
"BN",2008,0.00536658665573835,"Figure1-a_b"
"BN",2009,0.00812993441852902,"Figure1-a_b"
"BN",2010,0.00479643912359464,"Figure1-a_b"
"BN",2011,0.0352169116947831,"Figure1-a_b"
"BN",2012,0.0380668320859095,"Figure1-a_b"
"BN",2013,0.00567470583326379,"Figure1-a_b"
"BN",2014,0.00838092403965514,"Figure1-a_b"
"BN",2015,NA,"Figure1-a_b"
"BN",2016,0.00580672303064791,"Figure1-a_b"
"BN",2017,0.00307994379102581,"Figure1-a_b"
"BN",2018,NA,"Figure1-a_b"
"BN",2019,0.00032396816037735,"Figure1-a_b"
"BN",2020,NA,"Figure1-a_b"
"BN",2021,0.00905243623690226,"Figure1-a_b"
"BN",2022,NA,"Figure1-a_b"
"BO",1996,NA,"Figure1-a_b"
"BO",1997,NA,"Figure1-a_b"
"BO",1998,NA,"Figure1-a_b"
"BO",1999,NA,"Figure1-a_b"
"BO",2000,NA,"Figure1-a_b"
"BO",2001,NA,"Figure1-a_b"
"BO",2002,NA,"Figure1-a_b"
"BO",2003,NA,"Figure1-a_b"
"BO",2004,NA,"Figure1-a_b"
"BO",2005,NA,"Figure1-a_b"
"BO",2006,NA,"Figure1-a_b"
"BO",2007,NA,"Figure1-a_b"
"BO",2008,NA,"Figure1-a_b"
"BO",2009,NA,"Figure1-a_b"
"BO",2010,NA,"Figure1-a_b"
"BO",2011,NA,"Figure1-a_b"
"BO",2012,NA,"Figure1-a_b"
"BO",2013,NA,"Figure1-a_b"
"BO",2014,NA,"Figure1-a_b"
"BO",2015,NA,"Figure1-a_b"
"BO",2016,NA,"Figure1-a_b"
"BO",2017,NA,"Figure1-a_b"
"BO",2018,0.0012531328320802,"Figure1-a_b"
"BO",2019,NA,"Figure1-a_b"
"BO",2020,NA,"Figure1-a_b"
"BO",2021,NA,"Figure1-a_b"
"BO",2022,NA,"Figure1-a_b"
"SS",1996,0.00259248697275296,"Figure1-a_b"
"SS",1997,NA,"Figure1-a_b"
"SS",1998,NA,"Figure1-a_b"
"SS",1999,NA,"Figure1-a_b"
"SS",2000,NA,"Figure1-a_b"
"SS",2001,NA,"Figure1-a_b"
"SS",2002,NA,"Figure1-a_b"
"SS",2003,NA,"Figure1-a_b"
"SS",2004,NA,"Figure1-a_b"
"SS",2005,NA,"Figure1-a_b"
"SS",2006,NA,"Figure1-a_b"
"SS",2007,NA,"Figure1-a_b"
"SS",2008,NA,"Figure1-a_b"
"SS",2009,NA,"Figure1-a_b"
"SS",2010,NA,"Figure1-a_b"
"SS",2011,NA,"Figure1-a_b"
"SS",2012,NA,"Figure1-a_b"
"SS",2013,NA,"Figure1-a_b"
"SS",2014,NA,"Figure1-a_b"
"SS",2015,NA,"Figure1-a_b"
"SS",2016,NA,"Figure1-a_b"
"SS",2017,NA,"Figure1-a_b"
"SS",2018,NA,"Figure1-a_b"
"SS",2019,NA,"Figure1-a_b"
"SS",2020,NA,"Figure1-a_b"
"SS",2021,NA,"Figure1-a_b"
"SS",2022,NA,"Figure1-a_b"
"DJ",1996,NA,"Figure1-a_b"
"DJ",1997,NA,"Figure1-a_b"
"DJ",1998,NA,"Figure1-a_b"
"DJ",1999,NA,"Figure1-a_b"
"DJ",2000,NA,"Figure1-a_b"
"DJ",2001,NA,"Figure1-a_b"
"DJ",2002,NA,"Figure1-a_b"
"DJ",2003,NA,"Figure1-a_b"
"DJ",2004,NA,"Figure1-a_b"
"DJ",2005,NA,"Figure1-a_b"
"DJ",2006,NA,"Figure1-a_b"
"DJ",2007,NA,"Figure1-a_b"
"DJ",2008,0.00078059442265285,"Figure1-a_b"
"DJ",2009,NA,"Figure1-a_b"
"DJ",2010,NA,"Figure1-a_b"
"DJ",2011,NA,"Figure1-a_b"
"DJ",2012,NA,"Figure1-a_b"
"DJ",2013,NA,"Figure1-a_b"
"DJ",2014,NA,"Figure1-a_b"
"DJ",2015,NA,"Figure1-a_b"
"DJ",2016,NA,"Figure1-a_b"
"DJ",2017,NA,"Figure1-a_b"
"DJ",2018,NA,"Figure1-a_b"
"DJ",2019,NA,"Figure1-a_b"
"DJ",2020,NA,"Figure1-a_b"
"DJ",2021,NA,"Figure1-a_b"
"DJ",2022,0.00162677094263195,"Figure1-a_b"
"DK",1996,0.026349000596272,"Figure1-a_b"
"DK",1997,0.110458169759333,"Figure1-a_b"
"DK",1998,0.0803995614569375,"Figure1-a_b"
"DK",1999,0.0461311066555822,"Figure1-a_b"
"DK",2000,0.101788641757812,"Figure1-a_b"
"DK",2001,0.326826292876621,"Figure1-a_b"
"DK",2002,0.299552983248635,"Figure1-a_b"
"DK",2003,0.281515014675999,"Figure1-a_b"
"DK",2004,0.176942597090133,"Figure1-a_b"
"DK",2005,0.217739862418537,"Figure1-a_b"
"DK",2006,0.201460666783339,"Figure1-a_b"
"DK",2007,0.177832180044094,"Figure1-a_b"
"DK",2008,0.183318892336514,"Figure1-a_b"
"DK",2009,0.294616176762841,"Figure1-a_b"
"DK",2010,0.214324085798703,"Figure1-a_b"
"DK",2011,0.450664714049335,"Figure1-a_b"
"DK",2012,0.537347461763749,"Figure1-a_b"
"DK",2013,0.649026120337144,"Figure1-a_b"
"DK",2014,0.949109799853759,"Figure1-a_b"
"DK",2015,0.157136964628772,"Figure1-a_b"
"DK",2016,0.213230631655963,"Figure1-a_b"
"DK",2017,0.392205817243835,"Figure1-a_b"
"DK",2018,0.423790726817043,"Figure1-a_b"
"DK",2019,0.284010697439353,"Figure1-a_b"
"DK",2020,0.496263030929612,"Figure1-a_b"
"DK",2021,0.11848643266119,"Figure1-a_b"
"DK",2022,0.163137551548278,"Figure1-a_b"
"BR",1996,0.309221476162082,"Figure1-a_b"
"BR",1997,0.2097868864451,"Figure1-a_b"
"BR",1998,0.313984650992813,"Figure1-a_b"
"BR",1999,0.354281382952712,"Figure1-a_b"
"BR",2000,0.392206807115418,"Figure1-a_b"
"BR",2001,0.558319379993302,"Figure1-a_b"
"BR",2002,0.45698051948052,"Figure1-a_b"
"BR",2003,0.606130051930458,"Figure1-a_b"
"BR",2004,0.610436480014527,"Figure1-a_b"
"BR",2005,0.830482892831282,"Figure1-a_b"
"BR",2006,0.711537451872594,"Figure1-a_b"
"BR",2007,0.452561611839951,"Figure1-a_b"
"BR",2008,0.468645473528092,"Figure1-a_b"
"BR",2009,0.388385033694062,"Figure1-a_b"
"BR",2010,0.404428072598903,"Figure1-a_b"
"BR",2011,0.446176230053824,"Figure1-a_b"
"BR",2012,0.532360478359909,"Figure1-a_b"
"BR",2013,0.501154969540182,"Figure1-a_b"
"BR",2014,0.718744367167174,"Figure1-a_b"
"BR",2015,0.567035823256865,"Figure1-a_b"
"BR",2016,0.756546215754817,"Figure1-a_b"
"BR",2017,0.896194344453214,"Figure1-a_b"
"BR",2018,0.724628237259816,"Figure1-a_b"
"BR",2019,0.866296748652291,"Figure1-a_b"
"BR",2020,1.02331782545016,"Figure1-a_b"
"BR",2021,0.697114535949487,"Figure1-a_b"
"BR",2022,0.794475488641078,"Figure1-a_b"
"SY",1996,NA,"Figure1-a_b"
"SY",1997,NA,"Figure1-a_b"
"SY",1998,NA,"Figure1-a_b"
"SY",1999,NA,"Figure1-a_b"
"SY",2000,NA,"Figure1-a_b"
"SY",2001,NA,"Figure1-a_b"
"SY",2002,NA,"Figure1-a_b"
"SY",2003,NA,"Figure1-a_b"
"SY",2004,NA,"Figure1-a_b"
"SY",2005,NA,"Figure1-a_b"
"SY",2006,NA,"Figure1-a_b"
"SY",2007,NA,"Figure1-a_b"
"SY",2008,NA,"Figure1-a_b"
"SY",2009,NA,"Figure1-a_b"
"SY",2010,NA,"Figure1-a_b"
"SY",2011,NA,"Figure1-a_b"
"SY",2012,NA,"Figure1-a_b"
"SY",2013,0.00250354669114579,"Figure1-a_b"
"SY",2014,0.00510143350281429,"Figure1-a_b"
"SY",2015,0.00470862997702189,"Figure1-a_b"
"SY",2016,NA,"Figure1-a_b"
"SY",2017,NA,"Figure1-a_b"
"SY",2018,NA,"Figure1-a_b"
"SY",2019,0.00090248273247978,"Figure1-a_b"
"SY",2020,0.00242310674592918,"Figure1-a_b"
"SY",2021,0.00301747120193722,"Figure1-a_b"
"SY",2022,0.00162677094263195,"Figure1-a_b"
"DO",1996,NA,"Figure1-a_b"
"DO",1997,NA,"Figure1-a_b"
"DO",1998,NA,"Figure1-a_b"
"DO",1999,NA,"Figure1-a_b"
"DO",2000,NA,"Figure1-a_b"
"DO",2001,NA,"Figure1-a_b"
"DO",2002,NA,"Figure1-a_b"
"DO",2003,NA,"Figure1-a_b"
"DO",2004,NA,"Figure1-a_b"
"DO",2005,NA,"Figure1-a_b"
"DO",2006,NA,"Figure1-a_b"
"DO",2007,NA,"Figure1-a_b"
"DO",2008,NA,"Figure1-a_b"
"DO",2009,NA,"Figure1-a_b"
"DO",2010,NA,"Figure1-a_b"
"DO",2011,NA,"Figure1-a_b"
"DO",2012,NA,"Figure1-a_b"
"DO",2013,NA,"Figure1-a_b"
"DO",2014,NA,"Figure1-a_b"
"DO",2015,NA,"Figure1-a_b"
"DO",2016,NA,"Figure1-a_b"
"DO",2017,NA,"Figure1-a_b"
"DO",2018,NA,"Figure1-a_b"
"DO",2019,NA,"Figure1-a_b"
"DO",2020,NA,"Figure1-a_b"
"DO",2021,0.00480910675085432,"Figure1-a_b"
"DO",2022,NA,"Figure1-a_b"
"SZ",1996,NA,"Figure1-a_b"
"SZ",1997,NA,"Figure1-a_b"
"SZ",1998,NA,"Figure1-a_b"
"SZ",1999,NA,"Figure1-a_b"
"SZ",2000,NA,"Figure1-a_b"
"SZ",2001,NA,"Figure1-a_b"
"SZ",2002,NA,"Figure1-a_b"
"SZ",2003,NA,"Figure1-a_b"
"SZ",2004,NA,"Figure1-a_b"
"SZ",2005,NA,"Figure1-a_b"
"SZ",2006,NA,"Figure1-a_b"
"SZ",2007,NA,"Figure1-a_b"
"SZ",2008,NA,"Figure1-a_b"
"SZ",2009,NA,"Figure1-a_b"
"SZ",2010,NA,"Figure1-a_b"
"SZ",2011,NA,"Figure1-a_b"
"SZ",2012,NA,"Figure1-a_b"
"SZ",2013,NA,"Figure1-a_b"
"SZ",2014,NA,"Figure1-a_b"
"SZ",2015,NA,"Figure1-a_b"
"SZ",2016,NA,"Figure1-a_b"
"SZ",2017,NA,"Figure1-a_b"
"SZ",2018,NA,"Figure1-a_b"
"SZ",2019,NA,"Figure1-a_b"
"SZ",2020,NA,"Figure1-a_b"
"SZ",2021,NA,"Figure1-a_b"
"SZ",2022,NA,"Figure1-a_b"
"YE",1996,0.0194436522956472,"Figure1-a_b"
"YE",1997,NA,"Figure1-a_b"
"YE",1998,NA,"Figure1-a_b"
"YE",1999,NA,"Figure1-a_b"
"YE",2000,0.0012234211749737,"Figure1-a_b"
"YE",2001,NA,"Figure1-a_b"
"YE",2002,NA,"Figure1-a_b"
"YE",2003,NA,"Figure1-a_b"
"YE",2004,NA,"Figure1-a_b"
"YE",2005,NA,"Figure1-a_b"
"YE",2006,NA,"Figure1-a_b"
"YE",2007,NA,"Figure1-a_b"
"YE",2008,0.015611888453057,"Figure1-a_b"
"YE",2009,0.0072266083720258,"Figure1-a_b"
"YE",2010,NA,"Figure1-a_b"
"YE",2011,NA,"Figure1-a_b"
"YE",2012,0.0122030589000976,"Figure1-a_b"
"YE",2013,0.00333806225486105,"Figure1-a_b"
"YE",2014,0.017976431377217,"Figure1-a_b"
"YE",2015,0.00753380796323502,"Figure1-a_b"
"YE",2016,0.00081294203723274,"Figure1-a_b"
"YE",2017,0.0105873067816512,"Figure1-a_b"
"YE",2018,NA,"Figure1-a_b"
"YE",2019,0.00315869272237197,"Figure1-a_b"
"YE",2020,0.0012923235978289,"Figure1-a_b"
"YE",2021,0.00226310905922556,"Figure1-a_b"
"YE",2022,0.0108935604304434,"Figure1-a_b"
"US",1996,20.7796645321857,"Figure1-a_b"
"US",1997,19.1085074736046,"Figure1-a_b"
"US",1998,19.3116335729078,"Figure1-a_b"
"US",1999,19.2816763655925,"Figure1-a_b"
"US",2000,19.9428417627052,"Figure1-a_b"
"US",2001,19.7170501841841,"Figure1-a_b"
"US",2002,20.2327545642763,"Figure1-a_b"
"US",2003,19.9893429668097,"Figure1-a_b"
"US",2004,19.057039743968,"Figure1-a_b"
"US",2005,19.5167677407676,"Figure1-a_b"
"US",2006,18.6837810640532,"Figure1-a_b"
"US",2007,17.6121018969243,"Figure1-a_b"
"US",2008,20.5936420584275,"Figure1-a_b"
"US",2009,18.4417625697819,"Figure1-a_b"
"US",2010,19.0952956525076,"Figure1-a_b"
"US",2011,18.0575514939424,"Figure1-a_b"
"US",2012,17.1985030914416,"Figure1-a_b"
"US",2013,16.1506634398732,"Figure1-a_b"
"US",2014,14.1882769058105,"Figure1-a_b"
"US",2015,14.2229065431122,"Figure1-a_b"
"US",2016,15.2789000894236,"Figure1-a_b"
"US",2017,15.8674084197963,"Figure1-a_b"
"US",2018,14.3670634920635,"Figure1-a_b"
"US",2019,14.4532092318059,"Figure1-a_b"
"US",2020,14.7077625570776,"Figure1-a_b"
"US",2021,13.9192070065856,"Figure1-a_b"
"US",2022,12.5121885751934,"Figure1-a_b"
"BW",1996,NA,"Figure1-a_b"
"BW",1997,0.00975348077345103,"Figure1-a_b"
"BW",1998,0.0097454013887197,"Figure1-a_b"
"BW",1999,0.00244510734021224,"Figure1-a_b"
"BW",2000,0.0110107905747633,"Figure1-a_b"
"BW",2001,0.0221260106204851,"Figure1-a_b"
"BW",2002,0.0117635987201205,"Figure1-a_b"
"BW",2003,0.00677353804470535,"Figure1-a_b"
"BW",2004,0.00453957373402638,"Figure1-a_b"
"BW",2005,0.00905141202027516,"Figure1-a_b"
"BW",2006,0.0853167658382919,"Figure1-a_b"
"BW",2007,NA,"Figure1-a_b"
"BW",2008,0.00683020119821244,"Figure1-a_b"
"BW",2009,0.00951504037867428,"Figure1-a_b"
"BW",2010,0.00434877786731131,"Figure1-a_b"
"BW",2011,0.00316983966983016,"Figure1-a_b"
"BW",2012,NA,"Figure1-a_b"
"BW",2013,0.00667612450972211,"Figure1-a_b"
"BW",2014,NA,"Figure1-a_b"
"BW",2015,NA,"Figure1-a_b"
"BW",2016,NA,"Figure1-a_b"
"BW",2017,NA,"Figure1-a_b"
"BW",2018,NA,"Figure1-a_b"
"BW",2019,NA,"Figure1-a_b"
"BW",2020,0.00646161798914448,"Figure1-a_b"
"BW",2021,0.0140312761671985,"Figure1-a_b"
"BW",2022,0.00976062077548132,"Figure1-a_b"
"FI",1996,0.173472636300003,"Figure1-a_b"
"FI",1997,0.158047109312136,"Figure1-a_b"
"FI",1998,0.243118772079425,"Figure1-a_b"
"FI",1999,0.256198347107438,"Figure1-a_b"
"FI",2000,0.265046857031002,"Figure1-a_b"
"FI",2001,0.381409367076496,"Figure1-a_b"
"FI",2002,0.26740542066629,"Figure1-a_b"
"FI",2003,0.24677128019869,"Figure1-a_b"
"FI",2004,0.292929613909254,"Figure1-a_b"
"FI",2005,0.409440622737147,"Figure1-a_b"
"FI",2006,0.413285351767588,"Figure1-a_b"
"FI",2007,0.387315273624239,"Figure1-a_b"
"FI",2008,0.572464531740921,"Figure1-a_b"
"FI",2009,0.500569095409297,"Figure1-a_b"
"FI",2010,0.33535743064349,"Figure1-a_b"
"FI",2011,0.200490690199509,"Figure1-a_b"
"FI",2012,0.316122274650179,"Figure1-a_b"
"FI",2013,0.341440373862973,"Figure1-a_b"
"FI",2014,0.29690683081946,"Figure1-a_b"
"FI",2015,0.312031491317286,"Figure1-a_b"
"FI",2016,0.362279489472401,"Figure1-a_b"
"FI",2017,0.26064024331556,"Figure1-a_b"
"FI",2018,0.189793650793651,"Figure1-a_b"
"FI",2019,0.269541778975741,"Figure1-a_b"
"FI",2020,0.241121736882915,"Figure1-a_b"
"FI",2021,0.254602032271935,"Figure1-a_b"
"FI",2022,0.203556770210585,"Figure1-a_b"
"FJ",1996,NA,"Figure1-a_b"
"FJ",1997,NA,"Figure1-a_b"
"FJ",1998,NA,"Figure1-a_b"
"FJ",1999,NA,"Figure1-a_b"
"FJ",2000,NA,"Figure1-a_b"
"FJ",2001,NA,"Figure1-a_b"
"FJ",2002,NA,"Figure1-a_b"
"FJ",2003,NA,"Figure1-a_b"
"FJ",2004,0.0499353110742901,"Figure1-a_b"
"FJ",2005,NA,"Figure1-a_b"
"FJ",2006,NA,"Figure1-a_b"
"FJ",2007,NA,"Figure1-a_b"
"FJ",2008,0.00195148605663213,"Figure1-a_b"
"FJ",2009,NA,"Figure1-a_b"
"FJ",2010,0.00319763247764859,"Figure1-a_b"
"FJ",2011,NA,"Figure1-a_b"
"FJ",2012,NA,"Figure1-a_b"
"FJ",2013,NA,"Figure1-a_b"
"FJ",2014,0.0136038226741714,"Figure1-a_b"
"FJ",2015,0.00941725995404377,"Figure1-a_b"
"FJ",2016,NA,"Figure1-a_b"
"FJ",2017,0.00384992973878227,"Figure1-a_b"
"FJ",2018,NA,"Figure1-a_b"
"FJ",2019,NA,"Figure1-a_b"
"FJ",2020,NA,"Figure1-a_b"
"FJ",2021,0.00226310905922556,"Figure1-a_b"
"FJ",2022,NA,"Figure1-a_b"
"BY",1996,0.0325357115080497,"Figure1-a_b"
"BY",1997,0.0365755529004413,"Figure1-a_b"
"BY",1998,0.00243635034717992,"Figure1-a_b"
"BY",1999,0.0146706440412734,"Figure1-a_b"
"BY",2000,NA,"Figure1-a_b"
"BY",2001,0.0562916806200067,"Figure1-a_b"
"BY",2002,0.0445056935817805,"Figure1-a_b"
"BY",2003,0.00602093023255814,"Figure1-a_b"
"BY",2004,0.0220925846063055,"Figure1-a_b"
"BY",2005,0.0384685010861694,"Figure1-a_b"
"BY",2006,0.0382831641582079,"Figure1-a_b"
"BY",2007,0.0182686472681234,"Figure1-a_b"
"BY",2008,0.0395501824639463,"Figure1-a_b"
"BY",2009,0.0882851258333183,"Figure1-a_b"
"BY",2010,0.0564072752388627,"Figure1-a_b"
"BY",2011,0.0152151999847848,"Figure1-a_b"
"BY",2012,0.0124936137325089,"Figure1-a_b"
"BY",2013,0.0688767420512393,"Figure1-a_b"
"BY",2014,0.0143784923563521,"Figure1-a_b"
"BY",2015,0.0862963800052737,"Figure1-a_b"
"BY",2016,0.0506021868140802,"Figure1-a_b"
"BY",2017,0.0211517064813567,"Figure1-a_b"
"BY",2018,0.121628863826232,"Figure1-a_b"
"BY",2019,0.0184708347371968,"Figure1-a_b"
"BY",2020,0.0163548935986904,"Figure1-a_b"
"BY",2021,0.0917312784303076,"Figure1-a_b"
"BY",2022,0.0675373953783461,"Figure1-a_b"
"D",1996,NA,"Figure1-a_b"
"D",1997,NA,"Figure1-a_b"
"D",1998,NA,"Figure1-a_b"
"D",1999,NA,"Figure1-a_b"
"D",2000,NA,"Figure1-a_b"
"D",2001,NA,"Figure1-a_b"
"D",2002,0.00235271974402409,"Figure1-a_b"
"D",2003,NA,"Figure1-a_b"
"D",2004,NA,"Figure1-a_b"
"D",2005,NA,"Figure1-a_b"
"D",2006,NA,"Figure1-a_b"
"D",2007,NA,"Figure1-a_b"
"D",2008,NA,"Figure1-a_b"
"D",2009,NA,"Figure1-a_b"
"D",2010,NA,"Figure1-a_b"
"D",2011,NA,"Figure1-a_b"
"D",2012,NA,"Figure1-a_b"
"D",2013,NA,"Figure1-a_b"
"D",2014,NA,"Figure1-a_b"
"D",2015,NA,"Figure1-a_b"
"D",2016,NA,"Figure1-a_b"
"D",2017,NA,"Figure1-a_b"
"D",2018,NA,"Figure1-a_b"
"D",2019,NA,"Figure1-a_b"
"D",2020,NA,"Figure1-a_b"
"D",2021,NA,"Figure1-a_b"
"D",2022,NA,"Figure1-a_b"
"UY",1996,0.008348430249138,"Figure1-a_b"
"UY",1997,0.0270659091463266,"Figure1-a_b"
"UY",1998,0.0112072115970277,"Figure1-a_b"
"UY",1999,0.0384901462174189,"Figure1-a_b"
"UY",2000,0.0349489833370036,"Figure1-a_b"
"UY",2001,0.0381124718939865,"Figure1-a_b"
"UY",2002,0.00141163184641446,"Figure1-a_b"
"UY",2003,0.0377525400767668,"Figure1-a_b"
"UY",2004,0.0300746759879247,"Figure1-a_b"
"UY",2005,0.00678855901520637,"Figure1-a_b"
"UY",2006,0.0135944390969548,"Figure1-a_b"
"UY",2007,0.0589897622841676,"Figure1-a_b"
"UY",2008,0.0325837675389809,"Figure1-a_b"
"UY",2009,0.0187053531101516,"Figure1-a_b"
"UY",2010,0.0201358351559802,"Figure1-a_b"
"UY",2011,0.0219155936780844,"Figure1-a_b"
"UY",2012,0.0278858200455581,"Figure1-a_b"
"UY",2013,0.0620048401902696,"Figure1-a_b"
